------------ Data File Created By ActiGraph GT3X+ ActiLife v6.11.5 Firmware v4.4.0 date format M/d/yyyy at 30 Hz  Filter Normal -----------
Serial Number: MAT2C47090050
Start Time 11:08:00
Start Date 12/17/2014
Epoch Period (hh:mm:ss) 00:00:00
Download Time 11:08:59
Download Date 12/17/2014
Current Memory Address: 0
Current Battery Voltage: 4.19     Mode = 12
--------------------------------------------------
Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
12/17/2014 11:08:03.538,1.854,-0.56,0.017
12/17/2014 11:08:03.571,0.435,-0.162,0.126
12/17/2014 11:08:03.604,-0.167,0.346,0.195
12/17/2014 11:08:03.638,-0.259,0.137,0.026
12/17/2014 11:08:03.671,-0.406,0.098,-0.039
12/17/2014 11:08:03.703,-0.201,0.051,0.195
12/17/2014 11:08:03.737,1.213,0.94,0.589
12/17/2014 11:08:03.770,3,1.479,0.004
12/17/2014 11:08:03.803,2.774,0.624,0.346
12/17/2014 11:08:03.838,1.929,-0.128,-0.061
12/17/2014 11:08:03.871,1.598,-0.167,-0.1
12/17/2014 11:08:03.904,0.318,0.137,-0.351
12/17/2014 11:08:03.937,-0.264,0.389,-0.429
12/17/2014 11:08:03.970,-0.619,0.209,0.065
12/17/2014 11:08:04.003,-0.213,-0.231,0
12/17/2014 11:08:04.038,0.607,0.265,-0.242
12/17/2014 11:08:04.071,0.523,0.607,0.978
12/17/2014 11:08:04.104,1.762,0.073,0.065
12/17/2014 11:08:04.138,2.657,0.132,-0.251
12/17/2014 11:08:04.171,2.716,0.688,-0.165
12/17/2014 11:08:04.203,2.172,0.132,-0.022
12/17/2014 11:08:04.237,0.979,0.167,0.156
12/17/2014 11:08:04.270,0.297,0.073,0.338
12/17/2014 11:08:04.303,-0.268,0.107,0.126
12/17/2014 11:08:04.338,-0.126,0.312,0.134
12/17/2014 11:08:04.371,-0.226,0.239,0.074
12/17/2014 11:08:04.404,-0.226,0.231,0.398
12/17/2014 11:08:04.437,1.41,1.419,0.368
12/17/2014 11:08:04.470,3,1.479,0.143
12/17/2014 11:08:04.503,3,-0.068,0.346
12/17/2014 11:08:04.538,2.126,-0.41,0
12/17/2014 11:08:04.571,1.368,-0.141,0
12/17/2014 11:08:04.604,0.523,0.321,-0.32
12/17/2014 11:08:04.638,-0.561,0.487,0.195
12/17/2014 11:08:04.671,-0.552,0.252,-0.113
12/17/2014 11:08:04.703,-0.347,-0.094,0.277
12/17/2014 11:08:04.737,0.569,0.201,-0.229
12/17/2014 11:08:04.770,0.766,0.517,0.952
12/17/2014 11:08:04.803,1.762,0.141,0.095
12/17/2014 11:08:04.838,2.703,-0.132,-0.221
12/17/2014 11:08:04.871,2.753,0.449,0.048
12/17/2014 11:08:04.904,2.155,0.231,-0.121
12/17/2014 11:08:04.937,0.929,0.132,0.156
12/17/2014 11:08:04.970,0.297,-0.043,0.351
12/17/2014 11:08:05.003,-0.222,0.004,0.325
12/17/2014 11:08:05.038,-0.063,0.419,0.268
12/17/2014 11:08:05.071,-0.326,0.209,0.026
12/17/2014 11:08:05.104,-0.213,0.603,0.758
12/17/2014 11:08:05.138,1.569,1.312,0.225
12/17/2014 11:08:05.171,3,0.692,0.9
12/17/2014 11:08:05.203,2.511,-0.167,0.065
12/17/2014 11:08:05.237,1.427,-0.705,0.048
12/17/2014 11:08:05.270,1.134,-0.021,0.048
12/17/2014 11:08:05.303,0.038,0.35,-0.563
12/17/2014 11:08:05.338,-0.502,0.171,-0.143
12/17/2014 11:08:05.371,-0.293,-0.034,-0.009
12/17/2014 11:08:05.404,0.067,0.107,-0.645
12/17/2014 11:08:05.437,0.774,0.483,0.355
12/17/2014 11:08:05.470,1.854,0.231,-0.736
12/17/2014 11:08:05.503,2.289,-0.359,-0.121
12/17/2014 11:08:05.538,2.268,0.466,-0.242
12/17/2014 11:08:05.571,1.967,0.44,-0.225
12/17/2014 11:08:05.604,2.025,0.013,0.351
12/17/2014 11:08:05.638,0.686,0.064,0.004
12/17/2014 11:08:05.671,-0.297,-0.094,0.212
12/17/2014 11:08:05.704,-0.201,0.017,0.074
12/17/2014 11:08:05.737,-0.155,0.192,0.074
12/17/2014 11:08:05.770,-0.163,-0.004,0.126
12/17/2014 11:08:05.805,0.594,1.124,1.191
12/17/2014 11:08:05.838,3,1.154,0.277
12/17/2014 11:08:05.871,3,0.568,1.026
12/17/2014 11:08:05.904,1.883,-0.124,-0.039
12/17/2014 11:08:05.937,1.477,-0.406,-0.022
12/17/2014 11:08:05.970,0.636,0.124,-0.312
12/17/2014 11:08:06.005,-0.561,0.393,0.658
12/17/2014 11:08:06.038,-0.72,0.256,-0.303
12/17/2014 11:08:06.071,0.05,-0.103,0.208
12/17/2014 11:08:06.105,0.134,0.103,-0.312
12/17/2014 11:08:06.138,0.649,0.145,0.368
12/17/2014 11:08:06.171,1.377,0.201,-0.442
12/17/2014 11:08:06.204,2.72,-0.201,-0.056
12/17/2014 11:08:06.237,2.678,0.855,-0.346
12/17/2014 11:08:06.270,2.113,0.577,-0.303
12/17/2014 11:08:06.305,0.833,0.017,0.177
12/17/2014 11:08:06.338,0.23,0.013,0.667
12/17/2014 11:08:06.371,-0.138,-0.034,0.225
12/17/2014 11:08:06.404,-0.184,0.231,-0.004
12/17/2014 11:08:06.437,-0.49,0.192,0.035
12/17/2014 11:08:06.470,-0.155,0.124,0.377
12/17/2014 11:08:06.505,1.54,1.231,0.177
12/17/2014 11:08:06.538,3,1.838,0.788
12/17/2014 11:08:06.571,2.795,-0.261,0.216
12/17/2014 11:08:06.605,1.795,-0.56,-0.03
12/17/2014 11:08:06.638,0.862,0.312,0.013
12/17/2014 11:08:06.671,-0.109,0.667,-0.961
12/17/2014 11:08:06.704,-0.326,0.261,-0.316
12/17/2014 11:08:06.737,0.067,0.073,-0.009
12/17/2014 11:08:06.770,-0.234,-0.15,-0.13
12/17/2014 11:08:06.805,0.795,-0.073,0.216
12/17/2014 11:08:06.838,1.347,0.346,-0.364
12/17/2014 11:08:06.871,2.176,-0.038,-0.074
12/17/2014 11:08:06.904,2.406,0.397,-0.03
12/17/2014 11:08:06.937,2.473,0.795,-0.381
12/17/2014 11:08:06.970,2.008,-0.064,-0.065
12/17/2014 11:08:07.005,0.31,-0.192,-0.022
12/17/2014 11:08:07.038,-0.054,0.162,0.424
12/17/2014 11:08:07.071,-0.251,0.231,0.32
12/17/2014 11:08:07.105,-0.192,0.547,0.156
12/17/2014 11:08:07.138,-0.213,0.222,0.234
12/17/2014 11:08:07.171,0.339,1.026,1.191
12/17/2014 11:08:07.204,2.766,0.974,0.134
12/17/2014 11:08:07.237,3,0.231,0.879
12/17/2014 11:08:07.270,2.008,-0.419,-0.286
