------------ Data File Created By ActiGraph Link ActiLife v6.13.2 Firmware v1.4.0 date format M/d/yyyy Filter Normal -----------
Serial Number: TASACTIGRAPHSPECTRUM
Start Time 18:00:00
Start Date 1/1/2010
Epoch Period (hh:mm:ss) 00:00:05
Download Time 19:00:00
Download Date 1/1/2010
Current Memory Address: 0
Current Battery Voltage: 4.19     Mode = 0
--------------------------------------------------
timestamp,axis1
2010-01-01 18:00:00,34
2010-01-01 18:00:05,17
2010-01-01 18:00:10,17
2010-01-01 18:00:15,17
2010-01-01 18:00:20,17
2010-01-01 18:00:25,17
2010-01-01 18:00:30,17
2010-01-01 18:00:35,17
2010-01-01 18:00:40,17
2010-01-01 18:00:45,17
2010-01-01 18:00:50,17
2010-01-01 18:00:55,17
