HEADER_TIME_STAMP,START_TIME,STOP_TIME,SWITCH_TO_NETWORK,DATA_USAGE_APP,DATA_USAGE_TOTAL
2015-11-02 15:00:30.030,2015-11-02 15:00:30.026,,None,0,0
2015-11-02 15:00:32.580,2015-11-02 15:00:32.578,,None,0,0
